,params,perc_distance,precision_micro_train,precision_macro_train,precision_weighted_train,recall_micro_train,recall_macro_train,recall_weighted_train,f1_micro_train,f1_macro_train,f1_weighted_train,accuracy_train,precision_micro_test,precision_macro_test,precision_weighted_test,recall_micro_test,recall_macro_test,recall_weighted_test,f1_micro_test,f1_macro_test,f1_weighted_test,accuracy_test
24,"(10, (0, 1), (200, 350))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8238341968911918,0.8094032274136729,0.8226396087735304,0.8238341968911918,0.7939682981274302,0.8238341968911918,0.8238341968911919,0.7971014492753623,0.8194788616054667,0.8238341968911918
25,"(10, (0, 1), (200, 400))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7823834196891192,0.7609279609279609,0.7770502381901345,0.7823834196891192,0.7505024210268333,0.7823834196891192,0.7823834196891192,0.7524209373902625,0.7769902367712215,0.7823834196891192
26,"(10, (0, 1), (200, 450))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7927461139896373,0.7703767123287671,0.7904065228192207,0.7927461139896373,0.7616676271287481,0.7927461139896373,0.7927461139896373,0.7630894114104704,0.7891301410689829,0.7927461139896373
27,"(10, (0, 1), (200, 500))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.772020725388601,0.7537069232975666,0.7701697698061665,0.772020725388601,0.741297882346707,0.772020725388601,0.7720207253886011,0.7432085366189808,0.7675515349735578,0.772020725388601
28,"(10, (0.1, 0.9), (50, 200))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.694300518134715,0.6595966842021362,0.693593937006118,0.694300518134715,0.6666719657678066,0.694300518134715,0.694300518134715,0.6587364902083689,0.6899339141299993,0.694300518134715
29,"(10, (0.1, 0.9), (50, 250))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6476683937823834,0.6267605633802816,0.6742684083777275,0.6476683937823834,0.6189866793845095,0.6476683937823834,0.6476683937823834,0.6140330074999517,0.6532586534850846,0.6476683937823834
30,"(10, (0.1, 0.9), (50, 300))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6321243523316062,0.5992063492063492,0.6513076733283987,0.6321243523316062,0.5885314203578219,0.6321243523316062,0.6321243523316062,0.5929758014316837,0.6408655474279522,0.6321243523316062
31,"(10, (0.1, 0.9), (50, 350))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6321243523316062,0.5764597505668935,0.6000107944732298,0.6321243523316062,0.5958521285826892,0.6321243523316062,0.6321243523316062,0.5804924447655169,0.6097372644321152,0.6321243523316062
32,"(10, (0.1, 0.9), (50, 400))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6424870466321243,0.6022727272727273,0.652162819908934,0.6424870466321243,0.6026164311878598,0.6424870466321243,0.6424870466321243,0.5964601769911505,0.6420193498097116,0.6424870466321243
33,"(10, (0.1, 0.9), (50, 450))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6062176165803109,0.5648472555166267,0.5788189624120638,0.6062176165803109,0.5619815988712914,0.6062176165803109,0.6062176165803109,0.5526658581502942,0.5821122385500327,0.6062176165803109
34,"(10, (0.1, 0.9), (50, 500))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6528497409326425,0.6074645030425964,0.6414549811348517,0.6528497409326425,0.6206227768614748,0.6528497409326425,0.6528497409326425,0.6100672936839081,0.6433317673050787,0.6528497409326425
35,"(10, (0.1, 0.9), (100, 200))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6787564766839378,0.6516239316239316,0.6902085824365618,0.6787564766839378,0.6531049420742007,0.6787564766839378,0.6787564766839378,0.6461345369331203,0.6790328292956727,0.6787564766839378
36,"(10, (0.1, 0.9), (100, 250))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6839378238341969,0.6537118561901393,0.662103550366356,0.6839378238341969,0.6622048235068126,0.6839378238341969,0.6839378238341969,0.6422678862359724,0.6561292544954093,0.6839378238341969
37,"(10, (0.1, 0.9), (100, 300))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6683937823834197,0.6233947405016504,0.6431348657688304,0.6683937823834197,0.6384476283210461,0.6683937823834197,0.6683937823834197,0.6245429666119321,0.6487911040778649,0.6683937823834197
38,"(10, (0.1, 0.9), (100, 350))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6735751295336787,0.6437473628691983,0.6843102331606218,0.6735751295336787,0.6437189091800303,0.6735751295336787,0.6735751295336787,0.6380665721804719,0.6739279954227114,0.6735751295336787
39,"(10, (0.1, 0.9), (100, 400))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6735751295336787,0.6289154387362272,0.6695707384915697,0.6735751295336787,0.6318542217276395,0.6735751295336787,0.6735751295336787,0.6302264773721467,0.671405618133108,0.6735751295336787
40,"(10, (0.1, 0.9), (100, 450))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.772020725388601,0.7583333333333333,0.7680792005921538,0.772020725388601,0.7376626989646882,0.772020725388601,0.7720207253886011,0.740894929717285,0.7641447100042862,0.772020725388601
41,"(10, (0.1, 0.9), (100, 500))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7409326424870466,0.706270841735073,0.7348858838436997,0.7409326424870466,0.701104200200041,0.7409326424870466,0.7409326424870466,0.7007246376811594,0.7354471727866636,0.7409326424870466
42,"(10, (0.1, 0.9), (150, 200))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6735751295336787,0.6325005270925574,0.6722053989571761,0.6735751295336787,0.6344375335333744,0.6735751295336787,0.6735751295336787,0.6333039502137704,0.672735326893406,0.6735751295336787
43,"(10, (0.1, 0.9), (150, 250))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6994818652849741,0.6605499438832773,0.693191849409466,0.6994818652849741,0.6675423431300466,0.6994818652849741,0.6994818652849741,0.661674816221911,0.6940201591741504,0.6994818652849741
44,"(10, (0.1, 0.9), (150, 300))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.689119170984456,0.650737393427452,0.6886227361638687,0.689119170984456,0.6556114169134061,0.689119170984456,0.689119170984456,0.6510220125786162,0.6869183204614332,0.689119170984456
45,"(10, (0.1, 0.9), (150, 350))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6580310880829016,0.6135620915032679,0.6459285786853601,0.6580310880829016,0.6199617139942637,0.6580310880829016,0.6580310880829016,0.6160807979213813,0.6512067444802433,0.6580310880829016
46,"(10, (0.1, 0.9), (150, 400))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6994818652849741,0.6678459119496855,0.7013209991201486,0.6994818652849741,0.6743834827017468,0.6994818652849741,0.6994818652849741,0.6674431727608704,0.6971586860551282,0.6994818652849741
47,"(10, (0.1, 0.9), (150, 450))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7668393782383419,0.7467639945216656,0.7579258214444087,0.7668393782383419,0.7375580417171737,0.7668393782383419,0.7668393782383419,0.7390347902764619,0.7593682354533839,0.7668393782383419
48,"(10, (0.1, 0.9), (150, 500))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7461139896373057,0.7120883676097106,0.7382348695988907,0.7461139896373057,0.708672641403202,0.7461139896373057,0.7461139896373058,0.7085805540200233,0.7406658895123309,0.7461139896373057
49,"(10, (0.1, 0.9), (200, 200))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7564766839378239,0.7282536029371472,0.7547607832581925,0.7564766839378239,0.7250044711165868,0.7564766839378239,0.7564766839378239,0.725776709062404,0.7548919469360721,0.7564766839378239
50,"(10, (0.1, 0.9), (200, 250))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7564766839378239,0.7425095361141872,0.7534056981430158,0.7564766839378239,0.7233299551563567,0.7564766839378239,0.7564766839378239,0.726113059689702,0.7493565433847573,0.7564766839378239
51,"(10, (0.1, 0.9), (200, 300))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7616580310880829,0.7455350679775208,0.75937504283352,0.7616580310880829,0.7207082248673569,0.7616580310880829,0.7616580310880829,0.7213947990543734,0.7509774740013963,0.7616580310880829
52,"(10, (0.1, 0.9), (200, 350))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7979274611398963,0.7889111461544654,0.8023433360002303,0.7979274611398963,0.7625380044909882,0.7979274611398963,0.7979274611398963,0.7652890695573623,0.7915817150399485,0.7979274611398963
53,"(10, (0.1, 0.9), (200, 400))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7927461139896373,0.7792998477929984,0.7916932831760002,0.7927461139896373,0.7598500354377388,0.7927461139896373,0.7927461139896373,0.7634081070856368,0.7871858490382223,0.7927461139896373
54,"(10, (0.1, 0.9), (200, 450))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7979274611398963,0.781990231990232,0.7949429672227599,0.7979274611398963,0.7683272724864044,0.7979274611398963,0.7979274611398963,0.77166243209188,0.7935529200906357,0.7979274611398963
55,"(10, (0.1, 0.9), (200, 500))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.772020725388601,0.7507601835915089,0.7672547332185886,0.772020725388601,0.7420636024614325,0.772020725388601,0.7720207253886011,0.7438109770194664,0.7674891129898794,0.772020725388601
56,"(10, (0.2, 0.8), (50, 200))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6787564766839378,0.6527176527176527,0.6978070864081226,0.6787564766839378,0.6471725983480052,0.6787564766839378,0.6787564766839378,0.6461038961038961,0.684963999730839,0.6787564766839378
57,"(10, (0.2, 0.8), (50, 250))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6217616580310881,0.5723126698832802,0.6156395369491703,0.6217616580310881,0.5822466864058184,0.6217616580310881,0.6217616580310881,0.5730127788607321,0.6147468075292819,0.6217616580310881
58,"(10, (0.2, 0.8), (50, 300))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6683937823834197,0.6609649977271251,0.6609773799321469,0.6683937823834197,0.6267260165994343,0.6683937823834197,0.6683937823834197,0.6251393534002231,0.6476900549326772,0.6683937823834197
59,"(10, (0.2, 0.8), (50, 350))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6113989637305699,0.547953216374269,0.5788707520095575,0.6113989637305699,0.563617696348257,0.6113989637305699,0.6113989637305699,0.5517926865889248,0.5907375984690131,0.6113989637305699
60,"(10, (0.2, 0.8), (50, 400))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6683937823834197,0.6393367404218346,0.6470480494472706,0.6683937823834197,0.6334240804403554,0.6683937823834197,0.6683937823834197,0.6266176352383249,0.6473869617964669,0.6683937823834197
61,"(10, (0.2, 0.8), (50, 450))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6839378238341969,0.6569882498453926,0.6661650340776913,0.6839378238341969,0.6513920076307057,0.6839378238341969,0.6839378238341969,0.6476755750227469,0.6682436341593294,0.6839378238341969
62,"(10, (0.2, 0.8), (50, 500))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6269430051813472,0.5860872779722386,0.5986323067921455,0.6269430051813472,0.586609171419298,0.6269430051813472,0.6269430051813472,0.57677219640168,0.6028442098562861,0.6269430051813472
63,"(10, (0.2, 0.8), (100, 200))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.616580310880829,0.563630179344465,0.5812655368317841,0.616580310880829,0.5797017930833482,0.616580310880829,0.616580310880829,0.5648876200232064,0.5913335521571305,0.616580310880829
64,"(10, (0.2, 0.8), (100, 250))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6632124352331606,0.6314731020613373,0.6786705116482624,0.6632124352331606,0.6282958753121503,0.6632124352331606,0.6632124352331606,0.6246839468255077,0.6664058994395735,0.6632124352331606
65,"(10, (0.2, 0.8), (100, 300))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6735751295336787,0.6342215256008359,0.6750377637370669,0.6735751295336787,0.6361120494936047,0.6735751295336787,0.6735751295336787,0.6341158585751315,0.6733643375335219,0.6735751295336787
66,"(10, (0.2, 0.8), (100, 350))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6373056994818653,0.5894808743169399,0.6294664344970129,0.6373056994818653,0.6009803337108943,0.6373056994818653,0.6373056994818653,0.5901764811369025,0.6286507228233599,0.6373056994818653
67,"(10, (0.2, 0.8), (100, 400))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.689119170984456,0.6511126627206415,0.6888129373100325,0.689119170984456,0.6556114169134061,0.689119170984456,0.689119170984456,0.6503258746042787,0.6861613935807306,0.689119170984456
68,"(10, (0.2, 0.8), (100, 450))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6580310880829016,0.6055157569031043,0.6463612158574003,0.6580310880829016,0.6146520146520147,0.6580310880829016,0.6580310880829016,0.6083931133428981,0.6504467703927268,0.6580310880829016
69,"(10, (0.2, 0.8), (100, 500))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.689119170984456,0.6812865497076023,0.6805744932278884,0.689119170984456,0.6513535891474409,0.689119170984456,0.689119170984456,0.6510827767658368,0.6705393068257249,0.689119170984456
70,"(10, (0.2, 0.8), (150, 200))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6683937823834197,0.6216057135514464,0.655144064156259,0.6683937823834197,0.6358643165153111,0.6683937823834197,0.6683937823834197,0.6227768215720023,0.6559487394433396,0.6683937823834197
71,"(10, (0.2, 0.8), (150, 250))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.689119170984456,0.6447209653092006,0.6720054861322767,0.689119170984456,0.6547026210679014,0.689119170984456,0.689119170984456,0.6462678062678063,0.6768150214782339,0.689119170984456
72,"(10, (0.2, 0.8), (150, 300))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7668393782383419,0.7451315789473685,0.7663178347422961,0.7668393782383419,0.7326775695672622,0.7668393782383419,0.7668393782383419,0.7346077186025136,0.7630085492147715,0.7668393782383419
73,"(10, (0.2, 0.8), (150, 350))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.772020725388601,0.7425116713352008,0.7647849813500529,0.772020725388601,0.7291470434327577,0.772020725388601,0.7720207253886011,0.7283866403387433,0.7623006181474136,0.772020725388601
74,"(10, (0.2, 0.8), (150, 400))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7512953367875648,0.7394677169113261,0.7423388226302247,0.7512953367875648,0.720355834641549,0.7512953367875648,0.7512953367875648,0.7219598036491618,0.7389257522599111,0.7512953367875648
75,"(10, (0.2, 0.8), (150, 450))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7046632124352331,0.6715643274853801,0.6872318425597672,0.7046632124352331,0.6760195801787122,0.7046632124352331,0.7046632124352331,0.6682449153430158,0.6898007916078284,0.7046632124352331
76,"(10, (0.2, 0.8), (150, 500))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7461139896373057,0.7452150369676144,0.745694269763497,0.7461139896373057,0.7068550497121926,0.7461139896373057,0.7461139896373058,0.7104254693031388,0.7325369396111507,0.7461139896373057
77,"(10, (0.2, 0.8), (200, 200))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.689119170984456,0.6532832762874159,0.6745522437880335,0.689119170984456,0.6499652246487689,0.689119170984456,0.689119170984456,0.6479545577992538,0.6785509542650432,0.689119170984456
78,"(10, (0.2, 0.8), (200, 250))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7357512953367875,0.7115869718837663,0.7286872925683134,0.7357512953367875,0.705400446449271,0.7357512953367875,0.7357512953367874,0.7065122772439846,0.7305122500118078,0.7357512953367875
79,"(10, (0.2, 0.8), (200, 300))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7668393782383419,0.7467639945216656,0.7579258214444087,0.7668393782383419,0.7375580417171737,0.7668393782383419,0.7668393782383419,0.7390347902764619,0.7593682354533839,0.7668393782383419
80,"(10, (0.2, 0.8), (200, 350))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7564766839378239,0.7333725929358459,0.7529892887612628,0.7564766839378239,0.7148142996244262,0.7564766839378239,0.7564766839378239,0.7140349362571584,0.7465094235387845,0.7564766839378239
81,"(10, (0.2, 0.8), (200, 400))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6683937823834197,0.6461711711711712,0.6590848620641367,0.6683937823834197,0.6175877166835576,0.6683937823834197,0.6683937823834197,0.6104282374761504,0.6460520668371357,0.6683937823834197
82,"(10, (0.2, 0.8), (200, 450))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7357512953367875,0.7154823052463998,0.7260657087731439,0.7357512953367875,0.7069318866787221,0.7357512953367875,0.7357512953367874,0.7078742608154373,0.727631432538473,0.7357512953367875
83,"(10, (0.2, 0.8), (200, 500))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7823834196891192,0.7568326626425218,0.7793868131066191,0.7823834196891192,0.7514112168723379,0.7823834196891192,0.7823834196891192,0.7524636850386018,0.7794997940820372,0.7823834196891192
84,"(10, (0.3, 0.7), (50, 200))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6580310880829016,0.6325483091787439,0.6804038071637756,0.6580310880829016,0.62575098198968,0.6580310880829016,0.6580310880829016,0.6212670011660707,0.6623069949628041,0.6580310880829016
85,"(10, (0.3, 0.7), (50, 250))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6632124352331606,0.6339808818994758,0.680649753394717,0.6632124352331606,0.6316449072326106,0.6632124352331606,0.6632124352331606,0.6244593447983279,0.6646013013361745,0.6632124352331606
86,"(10, (0.3, 0.7), (50, 300))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.689119170984456,0.6792223330009971,0.6804334147815619,0.689119170984456,0.6548456967986805,0.689119170984456,0.689119170984456,0.6559002273284885,0.6743536697855564,0.689119170984456
87,"(10, (0.3, 0.7), (50, 350))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6683937823834197,0.6454697821157449,0.6910562377688179,0.6683937823834197,0.6402652200120554,0.6683937823834197,0.6683937823834197,0.6349141986965359,0.6728052437471765,0.6683937823834197
88,"(10, (0.3, 0.7), (50, 400))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6683937823834197,0.6445620589456206,0.6897111866769047,0.6683937823834197,0.6427054560870112,0.6683937823834197,0.6683937823834197,0.6314889295342335,0.6683964821669618,0.6683937823834197
